"customer_id","country","recency","frequency","monetary","avg_order_value","unique_products","total_quantity","customer_lifetime_days","recency_score","frequency_score","monetary_score","rfm_total_score","rfm_score","business_segment"
15823,United Kingdom,373,1,15.00,15.00,1,1,0,1,1,1,3,"111",Hibernating Customers
12855,United Kingdom,373,1,38.10,38.10,3,30,0,1,1,1,3,"111",Hibernating Customers
14576,United Kingdom,373,1,35.40,35.40,1,12,0,1,1,1,3,"111",Hibernating Customers
16510,United Kingdom,373,1,248.10,248.10,13,92,0,1,1,1,3,"111",Hibernating Customers
13011,United Kingdom,373,1,50.55,50.55,3,13,0,1,1,1,3,"111",Hibernating Customers
16754,United Kingdom,373,1,2002.40,2002.40,2,4280,0,1,2,4,7,"124",Hibernating Customers
17732,United Kingdom,373,1,303.97,303.97,18,93,0,1,1,2,4,"112",Hibernating Customers
15070,United Kingdom,373,1,106.20,106.20,1,36,0,1,1,1,3,"111",Hibernating Customers
17850,United Kingdom,373,34,5391.21,158.57,21,1733,1,1,5,5,11,"155",At Risk High Value
17967,United Kingdom,372,1,123.07,123.07,41,80,0,1,1,1,3,"111",Hibernating Customers
16926,United Kingdom,372,1,230.25,230.25,14,35,0,1,1,1,3,"111",Hibernating Customers
13370,United Kingdom,372,1,754.87,754.87,39,343,0,1,2,3,6,"123",Hibernating Customers
14589,United Kingdom,372,1,39.75,39.75,3,5,0,1,1,1,3,"111",Hibernating Customers
12686,France,372,1,89.14,89.14,7,107,0,1,1,1,3,"111",Hibernating Customers
12725,Italy,372,1,427.80,427.80,24,164,0,1,2,2,5,"122",Hibernating Customers
16718,United Kingdom,370,1,623.75,623.75,41,413,0,1,2,3,6,"123",Hibernating Customers
14813,United Kingdom,370,2,155.43,77.72,25,67,0,1,3,1,5,"131",Regular Customers
15880,United Kingdom,370,1,343.28,343.28,95,211,0,1,2,2,5,"122",Hibernating Customers
15899,United Kingdom,369,1,56.25,56.25,4,39,0,1,1,1,3,"111",Hibernating Customers
16658,United Kingdom,369,1,123.24,123.24,8,40,0,1,1,1,3,"111",Hibernating Customers
16858,United Kingdom,369,1,375.69,375.69,9,91,0,1,2,2,5,"122",Hibernating Customers
17860,United Kingdom,369,1,252.80,252.80,49,104,0,1,1,2,4,"112",Hibernating Customers
18113,United Kingdom,369,1,76.32,76.32,1,72,0,1,1,1,3,"111",Hibernating Customers
15180,United Kingdom,368,1,87.50,87.50,6,36,0,1,1,1,3,"111",Hibernating Customers
16125,United Kingdom,368,1,289.35,289.35,13,124,0,1,1,2,4,"112",Hibernating Customers
18119,United Kingdom,368,1,181.12,181.12,29,125,0,1,1,1,3,"111",Hibernating Customers
13807,United Kingdom,368,1,112.60,112.60,7,36,0,1,1,1,3,"111",Hibernating Customers
13786,United Kingdom,368,1,230.40,230.40,7,136,0,1,1,1,3,"111",Hibernating Customers
15973,United Kingdom,367,1,307.82,307.82,4,106,0,1,1,2,4,"112",Hibernating Customers
13270,United Kingdom,367,1,590.00,590.00,1,200,0,1,2,3,6,"123",Hibernating Customers
15332,Lithuania,367,4,1661.06,415.27,29,652,3,1,4,4,9,"144",At Risk High Value
15221,United Kingdom,367,1,403.25,403.25,5,43,0,1,2,2,5,"122",Hibernating Customers
14821,United Kingdom,367,1,48.80,48.80,2,20,0,1,1,1,3,"111",Hibernating Customers
15347,United Kingdom,367,1,201.60,201.60,5,130,0,1,1,1,3,"111",Hibernating Customers
12441,France,367,1,173.55,173.55,11,121,0,1,1,1,3,"111",Hibernating Customers
16893,United Kingdom,367,1,145.93,145.93,44,62,0,1,1,1,3,"111",Hibernating Customers
16679,United Kingdom,367,1,129.75,129.75,3,29,0,1,1,1,3,"111",Hibernating Customers
18269,United Kingdom,367,1,168.60,168.60,7,76,0,1,1,1,3,"111",Hibernating Customers
16795,United Kingdom,366,1,414.88,414.88,64,239,0,1,2,2,5,"122",Hibernating Customers
15945,United Kingdom,366,1,181.00,181.00,2,52,0,1,1,1,3,"111",Hibernating Customers
17456,United Kingdom,366,1,249.86,249.86,17,222,0,1,1,1,3,"111",Hibernating Customers
14437,United Kingdom,366,1,63.00,63.00,5,60,0,1,1,1,3,"111",Hibernating Customers
17978,United Kingdom,366,1,300.92,300.92,12,499,0,1,1,2,4,"112",Hibernating Customers
14932,Channel Islands,366,1,363.53,363.53,17,80,0,1,2,2,5,"122",Hibernating Customers
16065,United Kingdom,366,1,372.09,372.09,71,231,0,1,2,2,5,"122",Hibernating Customers
14355,United Kingdom,366,1,174.40,174.40,11,92,0,1,1,1,3,"111",Hibernating Customers
12797,Portugal,366,1,254.03,254.03,13,118,0,1,1,2,4,"112",Hibernating Customers
13369,United Kingdom,366,1,308.28,308.28,14,149,0,1,1,2,4,"112",Hibernating Customers
17880,United Kingdom,365,1,458.92,458.92,26,314,0,1,2,2,5,"122",Hibernating Customers
16565,United Kingdom,365,1,173.70,173.70,3,46,0,1,1,1,3,"111",Hibernating Customers
12785,Portugal,365,1,311.95,311.95,14,131,0,1,2,2,5,"122",Hibernating Customers
15723,United Kingdom,365,1,203.10,203.10,37,87,0,1,1,1,3,"111",Hibernating Customers
16727,United Kingdom,365,1,272.82,272.82,41,177,0,1,1,2,4,"112",Hibernating Customers
14082,United Kingdom,365,1,182.25,182.25,28,110,0,1,1,1,3,"111",Hibernating Customers
16665,United Kingdom,363,1,135.40,135.40,9,59,0,1,1,1,3,"111",Hibernating Customers
18004,United Kingdom,363,1,169.47,169.47,32,78,0,1,1,1,3,"111",Hibernating Customers
14413,United Kingdom,363,1,122.70,122.70,22,68,0,1,1,1,3,"111",Hibernating Customers
15454,United Kingdom,363,1,179.10,179.10,23,86,0,1,1,1,3,"111",Hibernating Customers
15503,United Kingdom,363,1,147.09,147.09,66,74,0,1,1,1,3,"111",Hibernating Customers
17251,United Kingdom,363,1,283.28,283.28,37,110,0,1,1,2,4,"112",Hibernating Customers
17303,United Kingdom,362,1,250.04,250.04,53,144,0,1,1,1,3,"111",Hibernating Customers
15361,United Kingdom,362,1,418.92,418.92,7,336,0,1,2,2,5,"122",Hibernating Customers
17524,United Kingdom,362,1,145.00,145.00,6,90,0,1,1,1,3,"111",Hibernating Customers
16202,United Kingdom,361,1,365.27,365.27,18,191,0,1,2,2,5,"122",Hibernating Customers
16499,United Kingdom,361,2,365.45,182.73,18,127,4,1,3,2,6,"132",Regular Customers
16812,United Kingdom,361,1,479.35,479.35,15,81,0,1,2,2,5,"122",Hibernating Customers
13948,United Kingdom,361,1,102.00,102.00,3,40,0,1,1,1,3,"111",Hibernating Customers
17752,United Kingdom,360,1,80.64,80.64,1,192,0,1,1,1,3,"111",Hibernating Customers
18050,United Kingdom,360,1,74.40,74.40,5,40,0,1,1,1,3,"111",Hibernating Customers
13295,United Kingdom,360,1,201.20,201.20,10,82,0,1,1,1,3,"111",Hibernating Customers
17525,United Kingdom,360,1,422.70,422.70,9,82,0,1,2,2,5,"122",Hibernating Customers
17551,United Kingdom,360,1,306.84,306.84,39,150,0,1,1,2,4,"112",Hibernating Customers
12967,United Kingdom,359,2,1660.90,830.45,19,438,13,1,3,4,8,"134",Regular Customers
17496,United Kingdom,359,1,271.05,271.05,10,79,0,1,1,2,4,"112",Hibernating Customers
15224,United Kingdom,359,2,322.08,161.04,13,152,4,1,3,2,6,"132",Regular Customers
17691,United Kingdom,359,2,290.40,145.20,18,134,10,1,2,2,5,"122",Hibernating Customers
18176,United Kingdom,359,1,476.35,476.35,30,283,0,1,2,2,5,"122",Hibernating Customers
15789,United Kingdom,359,1,351.30,351.30,25,438,0,1,2,2,5,"122",Hibernating Customers
14373,United Kingdom,359,1,76.55,76.55,4,17,0,1,1,1,3,"111",Hibernating Customers
13874,United Kingdom,359,1,540.45,540.45,18,180,0,1,2,3,6,"123",Hibernating Customers
13033,United Kingdom,358,1,190.55,190.55,11,83,0,1,1,1,3,"111",Hibernating Customers
12370,Austria,358,1,277.20,277.20,8,51,0,1,1,2,4,"112",Hibernating Customers
15160,United Kingdom,358,1,158.16,158.16,4,84,0,1,1,1,3,"111",Hibernating Customers
12551,Spain,358,1,168.00,168.00,10,100,0,1,1,1,3,"111",Hibernating Customers
15204,United Kingdom,358,1,316.58,316.58,9,258,0,1,2,2,5,"122",Hibernating Customers
17343,United Kingdom,356,1,193.64,193.64,17,56,0,1,1,1,3,"111",Hibernating Customers
15460,United Kingdom,355,1,216.76,216.76,53,109,0,1,1,1,3,"111",Hibernating Customers
15279,United Kingdom,355,1,290.51,290.51,19,189,0,1,1,2,4,"112",Hibernating Customers
16270,United Kingdom,354,1,1141.24,1141.24,54,688,0,1,2,4,7,"124",Hibernating Customers
12515,Italy,354,1,383.70,383.70,16,131,0,1,2,2,5,"122",Hibernating Customers
12734,France,353,1,110.40,110.40,4,88,0,1,1,1,3,"111",Hibernating Customers
15562,United Kingdom,352,1,134.55,134.55,1,39,0,1,1,1,3,"111",Hibernating Customers
13304,United Kingdom,352,1,300.42,300.42,21,238,0,1,1,2,4,"112",Hibernating Customers
13922,United Kingdom,352,1,172.25,172.25,7,93,0,1,1,1,3,"111",Hibernating Customers
16282,United Kingdom,340,1,168.30,168.30,11,114,0,1,1,1,3,"111",Hibernating Customers
15266,United Kingdom,339,1,119.30,119.30,6,18,0,1,1,1,3,"111",Hibernating Customers
15464,United Kingdom,339,1,1048.85,1048.85,155,350,0,1,2,4,7,"124",Hibernating Customers
12386,Australia,338,2,401.90,200.95,10,354,29,1,3,2,6,"132",Regular Customers
13187,United Kingdom,338,1,236.02,236.02,37,95,0,1,1,1,3,"111",Hibernating Customers
15649,United Kingdom,337,2,816.00,408.00,1,192,31,1,3,3,7,"133",Regular Customers
12829,United Kingdom,337,2,293.00,146.50,9,376,24,1,2,2,5,"122",Hibernating Customers
15607,United Kingdom,337,1,104.76,104.76,13,202,0,1,1,1,3,"111",Hibernating Customers
12501,Germany,337,1,2169.39,2169.39,149,1783,0,1,2,5,8,"125",Hibernating Customers
14889,United Kingdom,337,1,135.90,135.90,10,90,0,1,1,1,3,"111",Hibernating Customers
12489,France,337,1,334.93,334.93,15,105,0,1,2,2,5,"122",Hibernating Customers
18032,United Kingdom,335,1,73.50,73.50,5,42,0,1,1,1,3,"111",Hibernating Customers
12793,Portugal,335,2,545.48,272.74,21,295,37,1,3,3,7,"133",Regular Customers
17128,United Kingdom,335,1,157.09,157.09,14,76,0,1,1,1,3,"111",Hibernating Customers
12651,France,335,1,114.00,114.00,9,78,0,1,1,1,3,"111",Hibernating Customers
15100,United Kingdom,334,3,876.00,292.00,1,80,40,1,4,3,8,"143",Regular Customers
15326,United Kingdom,334,1,311.71,311.71,29,386,0,1,2,2,5,"122",Hibernating Customers
17406,United Kingdom,334,3,2200.42,733.47,99,787,33,1,4,5,10,"145",At Risk High Value
16850,United Kingdom,334,1,332.41,332.41,19,249,0,1,2,2,5,"122",Hibernating Customers
15346,United Kingdom,333,1,252.42,252.42,17,144,0,1,1,2,4,"112",Hibernating Customers
13144,United Kingdom,333,1,110.95,110.95,3,21,0,1,1,1,3,"111",Hibernating Customers
12736,France,333,1,234.00,234.00,4,173,0,1,1,1,3,"111",Hibernating Customers
17569,United Kingdom,333,1,344.14,344.14,29,159,0,1,2,2,5,"122",Hibernating Customers
16351,United Kingdom,333,1,153.90,153.90,8,90,0,1,1,1,3,"111",Hibernating Customers
15171,United Kingdom,332,1,1289.50,1289.50,5,290,0,1,2,4,7,"124",Hibernating Customers
14270,United Kingdom,332,1,492.65,492.65,29,197,0,1,2,3,6,"123",Hibernating Customers
14185,United Kingdom,332,1,197.65,197.65,3,6,0,1,1,1,3,"111",Hibernating Customers
12652,France,332,1,919.98,919.98,48,505,0,1,2,3,6,"123",Hibernating Customers
16315,United Kingdom,331,1,226.37,226.37,14,75,0,1,1,1,3,"111",Hibernating Customers
15510,United Kingdom,331,1,250.00,250.00,1,2,0,1,1,1,3,"111",Hibernating Customers
18085,United Kingdom,331,2,689.95,344.98,25,265,43,1,2,3,6,"123",Hibernating Customers
13284,United Kingdom,331,1,201.19,201.19,13,91,0,1,1,1,3,"111",Hibernating Customers
15447,United Kingdom,331,1,155.17,155.17,9,85,0,1,1,1,3,"111",Hibernating Customers
12672,France,330,1,225.90,225.90,10,78,0,1,1,1,3,"111",Hibernating Customers
18106,United Kingdom,330,1,430.70,430.70,33,128,0,1,2,2,5,"122",Hibernating Customers
13385,United Kingdom,330,1,534.57,534.57,35,281,0,1,2,3,6,"123",Hibernating Customers
12872,United Kingdom,327,2,599.97,299.99,58,319,39,1,3,3,7,"133",Regular Customers
18212,United Kingdom,327,1,248.42,248.42,30,101,0,1,1,1,3,"111",Hibernating Customers
14238,United Kingdom,327,1,146.85,146.85,8,111,0,1,1,1,3,"111",Hibernating Customers
15316,United Kingdom,327,1,165.00,165.00,1,100,0,1,1,1,3,"111",Hibernating Customers
13859,United Kingdom,327,1,201.16,201.16,27,129,0,1,1,1,3,"111",Hibernating Customers
13898,United Kingdom,326,1,155.93,155.93,12,133,0,1,1,1,3,"111",Hibernating Customers
15395,United Kingdom,326,1,107.45,107.45,7,17,0,1,1,1,3,"111",Hibernating Customers
12346,United Kingdom,326,1,77183.60,77183.60,1,74215,0,1,2,5,8,"125",Hibernating Customers
18233,United Kingdom,326,1,440.00,440.00,1,4,0,1,2,2,5,"122",Hibernating Customers
12665,Germany,325,1,63.00,63.00,3,37,0,1,1,1,3,"111",Hibernating Customers
14090,United Kingdom,325,1,76.32,76.32,1,72,0,1,1,1,3,"111",Hibernating Customers
13008,United Kingdom,324,1,229.47,229.47,14,175,0,1,1,1,3,"111",Hibernating Customers
15262,United Kingdom,324,1,178.95,178.95,10,73,0,1,1,1,3,"111",Hibernating Customers
15422,United Kingdom,324,2,97.70,48.85,6,38,0,1,3,1,5,"131",Regular Customers
12402,Belgium,324,1,225.60,225.60,11,94,0,1,1,1,3,"111",Hibernating Customers
17862,United Kingdom,324,1,330.90,330.90,11,100,0,1,2,2,5,"122",Hibernating Customers
16387,United Kingdom,323,1,94.36,94.36,4,44,0,1,1,1,3,"111",Hibernating Customers
15174,United Kingdom,323,1,135.75,135.75,11,145,0,1,1,1,3,"111",Hibernating Customers
17094,United Kingdom,323,1,302.00,302.00,14,152,0,1,1,2,4,"112",Hibernating Customers
17890,United Kingdom,323,2,602.09,301.05,88,416,39,1,3,3,7,"133",Regular Customers
15167,United Kingdom,321,1,163.00,163.00,39,67,0,1,1,1,3,"111",Hibernating Customers
14068,United Kingdom,321,1,265.85,265.85,22,73,0,1,1,2,4,"112",Hibernating Customers
17714,United Kingdom,321,1,153.00,153.00,10,92,0,1,1,1,3,"111",Hibernating Customers
13551,United Kingdom,320,1,91.80,91.80,4,12,0,1,1,1,3,"111",Hibernating Customers
14368,United Kingdom,320,1,155.00,155.00,8,36,0,1,1,1,3,"111",Hibernating Customers
14439,Greece,320,1,2661.24,2661.24,32,526,0,1,2,5,8,"125",Hibernating Customers
15820,United Kingdom,320,1,206.98,206.98,17,128,0,1,1,1,3,"111",Hibernating Customers
14130,United Kingdom,320,1,483.86,483.86,66,258,0,1,2,2,5,"122",Hibernating Customers
15052,United Kingdom,320,1,215.78,215.78,27,82,0,1,1,1,3,"111",Hibernating Customers
14782,United Kingdom,320,1,200.10,200.10,6,114,0,1,1,1,3,"111",Hibernating Customers
15213,United Kingdom,319,2,328.35,164.18,22,272,11,1,3,2,6,"132",Regular Customers
13615,United Kingdom,319,1,417.69,417.69,23,189,0,1,2,2,5,"122",Hibernating Customers
14248,United Kingdom,319,1,302.58,302.58,8,102,0,1,1,2,4,"112",Hibernating Customers
13002,United Kingdom,319,1,120.95,120.95,7,73,0,1,1,1,3,"111",Hibernating Customers
13703,United Kingdom,319,1,99.50,99.50,1,10,0,1,1,1,3,"111",Hibernating Customers
15222,United Kingdom,319,1,585.00,585.00,5,440,0,1,2,3,6,"123",Hibernating Customers
16757,United Kingdom,319,1,106.83,106.83,7,81,0,1,1,1,3,"111",Hibernating Customers
16222,United Kingdom,319,1,846.72,846.72,120,365,0,1,2,3,6,"123",Hibernating Customers
17118,United Kingdom,318,1,157.02,157.02,10,154,0,1,1,1,3,"111",Hibernating Customers
15661,United Kingdom,318,2,309.80,154.90,4,236,21,1,3,2,6,"132",Regular Customers
12591,Italy,318,1,452.85,452.85,26,228,0,1,2,2,5,"122",Hibernating Customers
16124,United Kingdom,318,1,249.00,249.00,11,48,0,1,1,1,3,"111",Hibernating Customers
12764,Lebanon,317,1,1693.88,1693.88,45,386,0,1,2,4,7,"124",Hibernating Customers
13328,United Kingdom,317,1,1308.48,1308.48,17,680,0,1,2,4,7,"124",Hibernating Customers
13506,United Kingdom,317,2,458.52,229.26,26,324,53,1,3,2,6,"132",Regular Customers
12377,Switzerland,316,2,1628.12,814.06,72,944,39,1,3,4,8,"134",Regular Customers
12574,France,316,1,218.45,218.45,11,61,0,1,1,1,3,"111",Hibernating Customers
12735,France,316,2,779.57,389.79,38,368,22,1,2,3,6,"123",Hibernating Customers
17062,United Kingdom,314,4,538.37,134.59,52,430,56,1,4,3,8,"143",Regular Customers
17431,United Kingdom,314,1,403.30,403.30,41,292,0,1,2,2,5,"122",Hibernating Customers
13161,United Kingdom,314,1,112.75,112.75,8,29,0,1,1,1,3,"111",Hibernating Customers
15415,United Kingdom,314,1,572.81,572.81,46,575,0,1,2,3,6,"123",Hibernating Customers
18095,United Kingdom,313,2,580.05,290.03,20,419,20,1,3,3,7,"133",Regular Customers
13600,United Kingdom,313,1,219.52,219.52,19,324,0,1,1,1,3,"111",Hibernating Customers
15448,United Kingdom,313,1,494.64,494.64,28,232,0,1,2,3,6,"123",Hibernating Customers
17239,United Kingdom,313,1,382.50,382.50,15,150,0,1,2,2,5,"122",Hibernating Customers
17619,United Kingdom,313,1,218.52,218.52,71,127,0,1,1,1,3,"111",Hibernating Customers
16403,United Kingdom,313,1,177.50,177.50,10,114,0,1,1,1,3,"111",Hibernating Customers
15881,United Kingdom,313,5,501.39,100.28,26,260,52,1,4,3,8,"143",Regular Customers
14549,United Kingdom,312,1,289.24,289.24,56,136,0,1,1,2,4,"112",Hibernating Customers
17356,United Kingdom,312,1,178.22,178.22,19,166,0,1,1,1,3,"111",Hibernating Customers
12373,Austria,312,1,364.60,364.60,14,197,0,1,2,2,5,"122",Hibernating Customers
13494,United Kingdom,312,1,316.26,316.26,18,162,0,1,2,2,5,"122",Hibernating Customers
15940,United Kingdom,312,1,35.80,35.80,1,4,0,1,1,1,3,"111",Hibernating Customers
14496,United Kingdom,312,2,538.81,269.41,16,159,62,1,3,3,7,"133",Regular Customers
12929,United Kingdom,312,1,117.85,117.85,8,37,0,1,1,1,3,"111",Hibernating Customers
14850,United Kingdom,312,1,325.75,325.75,21,293,0,1,2,2,5,"122",Hibernating Customers
15107,United Kingdom,312,6,319.50,53.25,12,169,61,1,5,2,8,"152",Regular Customers
12559,Germany,311,2,561.71,280.86,21,283,9,1,3,3,7,"133",Regular Customers
14457,United Kingdom,311,1,113.64,113.64,4,88,0,1,1,1,3,"111",Hibernating Customers
17223,United Kingdom,311,2,426.79,213.40,43,112,58,1,2,2,5,"122",Hibernating Customers
17912,United Kingdom,311,5,311.01,62.20,35,185,54,1,4,2,7,"142",Regular Customers
18250,United Kingdom,311,1,349.27,349.27,21,199,0,1,2,2,5,"122",Hibernating Customers
15226,United Kingdom,311,1,154.41,154.41,8,71,0,1,1,1,3,"111",Hibernating Customers
12350,Norway,311,1,334.40,334.40,17,197,0,1,2,2,5,"122",Hibernating Customers
14411,United Kingdom,311,1,1063.00,1063.00,14,196,0,1,2,4,7,"124",Hibernating Customers
14497,United Kingdom,310,1,475.37,475.37,29,235,0,1,2,2,5,"122",Hibernating Customers
13581,United Kingdom,310,1,118.00,118.00,10,30,0,1,1,1,3,"111",Hibernating Customers
16030,United Kingdom,310,1,331.24,331.24,28,283,0,1,2,2,5,"122",Hibernating Customers
13800,United Kingdom,310,1,558.32,558.32,33,331,0,1,2,3,6,"123",Hibernating Customers
13963,United Kingdom,309,4,664.54,166.14,35,460,59,1,4,3,8,"143",Regular Customers
12410,Switzerland,309,2,693.33,346.67,26,211,0,1,2,3,6,"123",Hibernating Customers
15090,United Kingdom,309,1,381.32,381.32,23,208,0,1,2,2,5,"122",Hibernating Customers
17291,United Kingdom,309,1,550.80,550.80,1,72,0,1,2,3,6,"123",Hibernating Customers
17517,United Kingdom,309,1,153.94,153.94,11,102,0,1,1,1,3,"111",Hibernating Customers
17226,United Kingdom,309,1,393.49,393.49,21,406,0,1,2,2,5,"122",Hibernating Customers
12956,United Kingdom,307,1,108.07,108.07,19,34,0,1,1,1,3,"111",Hibernating Customers
15808,United Kingdom,307,4,3734.97,933.74,142,1343,63,1,4,5,10,"145",At Risk High Value
13584,United Kingdom,307,1,142.40,142.40,24,37,0,1,1,1,3,"111",Hibernating Customers
17392,United Kingdom,307,2,457.91,228.96,53,320,52,1,3,2,6,"132",Regular Customers
14438,United Kingdom,307,1,131.90,131.90,9,82,0,1,1,1,3,"111",Hibernating Customers
14600,United Kingdom,306,1,393.33,393.33,25,125,0,1,2,2,5,"122",Hibernating Customers
13809,Cyprus,306,1,155.05,155.05,11,29,0,1,1,1,3,"111",Hibernating Customers
14048,United Kingdom,306,1,409.93,409.93,83,288,0,1,2,2,5,"122",Hibernating Customers
17859,United Kingdom,305,1,148.21,148.21,23,127,0,1,1,1,3,"111",Hibernating Customers
15753,United Kingdom,305,1,79.20,79.20,1,144,0,1,1,1,3,"111",Hibernating Customers
17881,United Kingdom,305,1,133.35,133.35,8,32,0,1,1,1,3,"111",Hibernating Customers
15970,United Kingdom,304,1,314.10,314.10,11,116,0,1,2,2,5,"122",Hibernating Customers
15843,United Kingdom,304,1,118.95,118.95,8,27,0,1,1,1,3,"111",Hibernating Customers
17843,United Kingdom,304,1,205.48,205.48,36,113,0,1,1,1,3,"111",Hibernating Customers
12401,Belgium,304,1,84.30,84.30,5,11,0,1,1,1,3,"111",Hibernating Customers
17358,United Kingdom,304,2,365.85,182.93,55,202,52,1,3,2,6,"132",Regular Customers
14431,United Kingdom,303,1,470.36,470.36,17,130,0,1,2,2,5,"122",Hibernating Customers
16405,United Kingdom,303,2,167.25,83.63,3,187,8,1,3,1,5,"131",Regular Customers
17334,United Kingdom,303,2,307.02,153.51,11,315,6,1,3,2,6,"132",Regular Customers
13706,United Kingdom,303,1,330.79,330.79,20,189,0,1,2,2,5,"122",Hibernating Customers
12561,Germany,303,1,238.85,238.85,16,177,0,1,1,1,3,"111",Hibernating Customers
14081,United Kingdom,303,2,934.52,467.26,126,596,67,1,3,3,7,"133",Regular Customers
16425,United Kingdom,303,1,302.70,302.70,21,199,0,1,1,2,4,"112",Hibernating Customers
16725,United Kingdom,303,7,781.02,111.57,110,294,69,1,5,3,9,"153",Regular Customers
13819,United Kingdom,302,3,1140.35,380.12,26,1109,18,1,3,4,8,"134",Regular Customers
13672,United Kingdom,302,2,186.39,93.20,4,57,31,1,3,1,5,"131",Regular Customers
18159,United Kingdom,302,1,530.15,530.15,23,139,0,1,2,3,6,"123",Hibernating Customers
16084,United Kingdom,300,1,436.18,436.18,38,216,0,1,2,2,5,"122",Hibernating Customers
16897,United Kingdom,300,2,289.78,144.89,37,73,14,1,2,2,5,"122",Hibernating Customers
15236,United Kingdom,299,1,321.05,321.05,15,269,0,1,2,2,5,"122",Hibernating Customers
17829,United Arab Emirates,299,1,889.24,889.24,30,496,0,1,2,3,6,"123",Hibernating Customers
14935,Channel Islands,298,1,1784.71,1784.71,10,935,0,1,2,4,7,"124",Hibernating Customers
16738,United Kingdom,298,1,3.75,3.75,1,3,0,1,1,1,3,"111",Hibernating Customers
13893,United Kingdom,298,1,821.10,821.10,21,190,0,1,2,3,6,"123",Hibernating Customers
14760,United Kingdom,298,1,89.20,89.20,5,40,0,1,1,1,3,"111",Hibernating Customers
16073,United Kingdom,298,1,122.40,122.40,1,48,0,1,1,1,3,"111",Hibernating Customers
14176,United Kingdom,298,4,576.90,144.23,28,209,70,1,4,3,8,"143",Regular Customers
15670,United Kingdom,297,1,173.05,173.05,12,91,0,1,1,1,3,"111",Hibernating Customers
14386,United Kingdom,297,1,142.40,142.40,7,54,0,1,1,1,3,"111",Hibernating Customers
16494,United Kingdom,297,1,826.53,826.53,47,675,0,1,2,3,6,"123",Hibernating Customers
16148,United Kingdom,297,1,76.32,76.32,1,72,0,1,1,1,3,"111",Hibernating Customers
16509,United Kingdom,297,1,363.70,363.70,13,64,0,1,2,2,5,"122",Hibernating Customers
18138,United Kingdom,296,1,152.65,152.65,8,38,0,1,1,1,3,"111",Hibernating Customers
14371,United Kingdom,296,1,100.50,100.50,4,34,0,1,1,1,3,"111",Hibernating Customers
13151,United Kingdom,296,1,1257.87,1257.87,73,363,0,1,2,4,7,"124",Hibernating Customers
12455,Cyprus,296,2,1698.90,849.45,42,1523,1,1,3,4,8,"134",Regular Customers
12852,United Kingdom,295,1,311.55,311.55,17,149,0,1,2,2,5,"122",Hibernating Customers
16765,United Kingdom,295,1,34.00,34.00,1,4,0,1,1,1,3,"111",Hibernating Customers
13932,United Kingdom,295,1,307.40,307.40,16,72,0,1,1,2,4,"112",Hibernating Customers
